Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster
26.24,67.75,62.97,1.0,0.0,0.0,1.0,2
62.92,261.21,46.11,1.0,0.0,0.0,1.0,2
107.46,145.52,115.87,1.0,0.0,0.0,1.0,2
169.19,99.96,176.9,1.0,0.0,0.0,1.0,2
201.82,263.9,82.54,1.0,0.0,0.0,1.0,2
171.62,276.81,100.32,1.0,0.0,1.0,0.0,3
28.69,131.26,44.410000000000004,1.0,0.0,0.0,1.0,2
44.57,175.14,114.78,1.0,0.0,0.0,1.0,2
150.52,112.82,298.33,1.0,0.0,0.0,1.0,2
20.46,67.02,37.55,1.0,0.0,0.0,1.0,2
65.28,133.12,65.89,1.0,0.0,0.0,1.0,2
64.85,129.27,126.54,1.0,0.0,0.0,1.0,2
54.14,148.37,47.94,1.0,0.0,0.0,1.0,2
179.69,280.95,123.53,1.0,0.0,0.0,1.0,2
65.75,17.32,9.5,1.0,0.0,1.0,0.0,3
65.74,134.05,43.7,1.0,0.0,0.0,1.0,2
23.05,98.49,10.43,1.0,0.0,0.0,1.0,2
139.15,41.59,47.86,1.0,0.0,0.0,1.0,2
147.65,44.13,59.24,1.0,0.0,0.0,1.0,2
169.63,19.19,32.74,1.0,0.0,0.0,1.0,2
136.5,103.98,127.58,1.0,0.0,0.0,1.0,2
71.89,108.28,34.5,1.0,0.0,0.0,1.0,2
89.29,219.85,159.32,1.0,0.0,0.0,1.0,2
10.61,47.92,56.1,1.0,0.0,0.0,1.0,2
133.61,112.72,99.28999999999999,1.0,0.0,1.0,0.0,3
86.61,29.540000000000003,30.67,1.0,0.0,0.0,1.0,2
36.8,99.83,4.21,1.0,0.0,0.0,1.0,2
65.64,201.94,81.84,1.0,0.0,0.0,1.0,2
62.61,22.08,52.669999999999995,1.0,0.0,0.0,1.0,2
96.13,76.13,85.73,1.0,0.0,0.0,1.0,2
68.45,353.45,40.49,1.0,0.0,0.0,1.0,2
160.84,321.64,85.89,1.0,0.0,0.0,1.0,2
81.71,211.34,46.37,1.0,0.0,0.0,1.0,2
96.98,37.39,72.95,1.0,0.0,0.0,1.0,2
101.57,285.16,136.31,1.0,0.0,0.0,1.0,2
85.21,247.19,119.88,1.0,0.0,0.0,1.0,2
78.76,211.12,90.15,1.0,0.0,0.0,1.0,2
46.45,44.94,31.28,1.0,0.0,0.0,1.0,2
24.29,83.22,6.49,1.0,0.0,0.0,1.0,2
114.91,154.47,63.75,1.0,0.0,0.0,1.0,2
120.28,197.28,115.52999999999999,1.0,0.0,1.0,0.0,3
23.57,49.84,180.53,1.0,0.0,0.0,1.0,2
181.55,156.15,34.61,1.0,0.0,0.0,1.0,2
80.43,95.36,59.9,1.0,0.0,0.0,1.0,2
37.34,177.4,42.89999999999999,1.0,0.0,0.0,1.0,2
155.9,253.69,47.55,1.0,0.0,0.0,1.0,2
68.54,353.53,40.51,1.0,0.0,0.0,1.0,2
46.57,146.44,42.64,1.0,0.0,0.0,1.0,2
186.72,110.23,84.7,1.0,0.0,0.0,1.0,2
37.01,50.13,94.20000000000002,1.0,0.0,0.0,1.0,2
38.3,93.48,77.28,1.0,0.0,0.0,1.0,2
188.47,29.810000000000002,32.72,1.0,0.0,0.0,1.0,2
222.7,231.39999999999998,131.14,1.0,0.0,0.0,1.0,2
175.44,20.12,155.5,1.0,0.0,1.0,0.0,3
101.94,9.54,100.76,1.0,0.0,0.0,1.0,2
230.79,131.98,104.49,1.0,0.0,0.0,1.0,2
12.97,66.16,51.97,1.0,0.0,1.0,0.0,3
140.06,67.18,154.02,1.0,0.0,0.0,1.0,2
9.75,31.85,4.29,1.0,0.0,1.0,0.0,3
121.95,84.05,21.39,1.0,0.0,0.0,1.0,2
108.1,351.54,63.13,1.0,0.0,0.0,1.0,2
123.77,111.23,94.52999999999999,1.0,0.0,0.0,1.0,2
89.7,373.02,45.09,1.0,0.0,0.0,1.0,2
161.71,368.53,79.63,1.0,0.0,0.0,1.0,2
26.35,68.86,43.690000000000005,1.0,0.0,0.0,1.0,2
66.83,321.2,57.11,1.0,0.0,0.0,1.0,2
56.52,46.97,57.12,1.0,0.0,0.0,1.0,2
242.5,249.96000000000004,23.45,1.0,0.0,0.0,1.0,2
11.95,46.81,35.36,1.0,0.0,0.0,1.0,2
102.45,237.63,78.35,1.0,0.0,0.0,1.0,2
15.43,30.89,74.44,1.0,0.0,0.0,1.0,2
149.69,341.02,131.89,1.0,0.0,1.0,0.0,3
56.91,237.33,42.089999999999996,1.0,0.0,0.0,1.0,2
125.95999999999998,175.09,74.4,1.0,0.0,0.0,1.0,2
165.02,24.3,46.39999999999999,1.0,0.0,0.0,1.0,2
46.05,193.53,129.0,1.0,0.0,0.0,1.0,2
115.09,250.06000000000003,196.55,1.0,0.0,0.0,1.0,2
43.45,38.05,30.13,1.0,0.0,1.0,0.0,3
56.65,227.36,53.62,1.0,0.0,0.0,1.0,2
143.33,85.48,83.26,1.0,0.0,0.0,1.0,2
41.97,143.05,31.75,1.0,0.0,0.0,1.0,2
102.42,26.37,132.34,1.0,0.0,0.0,1.0,2
40.38,134.05,69.41,1.0,0.0,0.0,1.0,2
46.41,195.73,129.11,1.0,0.0,0.0,1.0,2
131.8,227.55,96.14,1.0,0.0,0.0,1.0,2
56.11,344.85,31.979999999999997,1.0,0.0,0.0,1.0,2
65.86,73.77,68.32,1.0,0.0,0.0,1.0,2
35.73,113.93,95.39,1.0,0.0,0.0,1.0,2
83.86,294.94,82.96,1.0,0.0,0.0,1.0,2
89.74,405.64,260.21,1.0,0.0,0.0,1.0,2
28.74,191.58,28.329999999999995,1.0,0.0,1.0,0.0,3
34.76,223.52,32.97,1.0,0.0,0.0,1.0,2
140.09,134.08,76.19,1.0,0.0,0.0,1.0,2
41.21,39.23,284.62,1.0,0.0,0.0,1.0,2
99.21,50.53,75.7,1.0,0.0,0.0,1.0,2
83.5,410.36,65.98,1.0,0.0,0.0,1.0,2
30.37,249.23000000000002,84.95,1.0,0.0,0.0,1.0,2
72.52,299.04,47.31,1.0,0.0,0.0,1.0,2
28.79,59.49999999999999,75.02,1.0,0.0,0.0,1.0,2
106.3,28.87,87.74,1.0,0.0,1.0,0.0,3
97.38,54.11,123.84,1.0,0.0,0.0,1.0,2
51.84,175.52,195.42000000000002,1.0,0.0,0.0,1.0,2
19.61,35.1,65.1,1.0,0.0,0.0,1.0,2
13.49,58.44,51.42,1.0,0.0,0.0,1.0,2
182.05,381.92,101.23,1.0,0.0,0.0,1.0,2
36.81,91.24,164.3,1.0,0.0,0.0,1.0,2
17.79,144.7,49.16,1.0,0.0,0.0,1.0,2
100.23,182.1,145.95,1.0,0.0,0.0,1.0,2
46.76,251.61,129.47,1.0,0.0,0.0,1.0,2
161.94,89.31,38.95,1.0,0.0,0.0,1.0,2
106.42,110.37,109.31000000000002,1.0,0.0,0.0,1.0,2
54.84,82.03,35.4,1.0,0.0,0.0,1.0,2
189.69,441.86,86.94,1.0,0.0,0.0,1.0,2
89.1,144.34,118.54999999999998,1.0,0.0,0.0,1.0,2
105.07,49.59,82.15,1.0,0.0,0.0,1.0,2
46.03,103.49,99.18,1.0,0.0,1.0,0.0,3
24.03,32.4,97.42,1.0,0.0,0.0,1.0,2
58.16,290.41,73.18,1.0,0.0,0.0,1.0,2
127.99000000000001,303.53,44.31000000000001,1.0,0.0,0.0,1.0,2
92.17,48.22,126.85,1.0,0.0,0.0,1.0,2
183.83,243.83,101.02,1.0,0.0,0.0,1.0,2
199.71,260.08,201.94,1.0,0.0,0.0,1.0,2
117.97,40.32,54.52,1.0,0.0,0.0,1.0,2
189.69,441.8,117.57,1.0,0.0,0.0,1.0,2
235.11,284.52,177.74,1.0,0.0,0.0,1.0,2
182.21,134.25,289.28,1.0,0.0,0.0,1.0,2
80.8,394.49,66.59,1.0,0.0,0.0,1.0,2
71.48,180.63,67.65,1.0,0.0,0.0,1.0,2
93.37,99.32,56.08,1.0,0.0,0.0,1.0,2
6.01,46.96,28.11,1.0,0.0,0.0,1.0,2
42.14,238.19999999999996,19.21,1.0,0.0,0.0,1.0,2
111.04,399.52,172.24,1.0,0.0,0.0,1.0,2
36.17,88.18,126.69,1.0,0.0,0.0,1.0,2
191.74,204.42,91.57,1.0,0.0,0.0,1.0,2
45.15,39.74,59.25,1.0,0.0,0.0,1.0,2
193.1,128.94,195.47999999999996,1.0,0.0,0.0,1.0,2
71.58,105.74,76.67,1.0,0.0,0.0,1.0,2
92.93,183.79,136.57,1.0,0.0,0.0,1.0,2
59.22,131.34,53.07999999999999,1.0,0.0,0.0,1.0,2
131.9,263.82,194.07,1.0,0.0,0.0,1.0,2
126.24,181.78,55.13999999999999,1.0,0.0,0.0,1.0,2
30.9,57.09,92.21,1.0,0.0,0.0,1.0,2
76.7,349.79,58.29,1.0,0.0,0.0,1.0,2
55.88,152.46,41.88,1.0,0.0,0.0,1.0,2
22.26,37.87,138.39,1.0,0.0,0.0,1.0,2
23.0,39.76,66.29,1.0,0.0,0.0,1.0,2
33.21,97.68,93.28,1.0,0.0,0.0,1.0,2
2.01,361.31,0.63,1.0,0.0,1.0,0.0,3
186.01,44.61,155.54,1.0,0.0,0.0,1.0,2
199.9,261.85,240.23,1.0,0.0,0.0,1.0,2
197.25,41.64,247.52000000000004,1.0,0.0,0.0,1.0,2
74.43,233.24,103.37,1.0,0.0,0.0,1.0,2
73.73,218.66,62.92999999999999,1.0,0.0,0.0,1.0,2
88.87,246.88999999999996,65.12,1.0,0.0,0.0,1.0,2
37.49,123.55000000000001,165.87,1.0,0.0,0.0,1.0,2
192.74,181.7,97.70000000000002,1.0,0.0,0.0,1.0,2
107.95,347.26,143.44,1.0,0.0,0.0,1.0,2
78.62,229.63,63.14,1.0,0.0,0.0,1.0,2
95.21,285.36,88.55,1.0,0.0,0.0,1.0,2
96.57,251.63,30.86,1.0,0.0,1.0,0.0,3
133.53,164.18,137.67,1.0,0.0,0.0,1.0,2
30.55,47.32,86.47,1.0,0.0,0.0,1.0,2
6.54,24.63,28.59,1.0,0.0,0.0,1.0,2
108.6,291.91,76.37,1.0,0.0,0.0,1.0,2
173.7,49.02,219.77,1.0,0.0,0.0,1.0,2
30.25,260.19,41.96,1.0,0.0,0.0,1.0,2
10.03,47.06,2.8299999999999996,1.0,0.0,0.0,1.0,2
88.07,23.33,134.21,1.0,0.0,1.0,0.0,3
106.38,3.92,86.72999999999999,1.0,0.0,1.0,0.0,3
104.19,257.47,110.55,1.0,0.0,0.0,1.0,2
4.83,23.97,68.51,1.0,0.0,0.0,1.0,2
20.87,51.53,38.62,1.0,0.0,0.0,1.0,2
95.55,33.1,42.2,1.0,0.0,1.0,0.0,3
60.18,190.28,21.480000000000004,1.0,0.0,0.0,1.0,2
50.1,156.78,113.95999999999998,1.0,0.0,0.0,1.0,2
51.2,6.31,100.88999999999999,1.0,0.0,0.0,1.0,2
137.05,4.98,43.18,1.0,0.0,0.0,1.0,2
89.99,359.55,50.55,1.0,0.0,0.0,1.0,2
77.67,269.73,40.34,1.0,0.0,1.0,0.0,3
42.29,11.62,30.6,1.0,0.0,0.0,1.0,2
58.54,184.62,21.07,1.0,0.0,1.0,0.0,3
11.72,30.739999999999995,10.4,1.0,0.0,0.0,1.0,2
59.63,73.86,114.77,1.0,0.0,0.0,1.0,2
13.19,41.15,10.48,1.0,0.0,0.0,1.0,2
85.79,357.52,114.03,1.0,0.0,0.0,1.0,2
147.94,195.26,245.52,1.0,0.0,0.0,1.0,2
21.32,43.53,24.989999999999995,1.0,0.0,0.0,1.0,2
7.14,42.74,41.91,1.0,0.0,1.0,0.0,3
63.00999999999999,235.56,37.66,1.0,0.0,0.0,1.0,2
3.67,20.16,41.82,1.0,0.0,1.0,0.0,3
46.08,59.35,88.77,1.0,0.0,0.0,1.0,2
135.21,68.9,217.87,1.0,0.0,0.0,1.0,2
7.88,93.25,16.75,1.0,0.0,0.0,1.0,2
243.73,174.96,158.3,1.0,0.0,0.0,1.0,2
4.07,47.79,9.58,1.0,0.0,1.0,0.0,3
8.25,28.23,8.52,1.0,0.0,1.0,0.0,3
12.97,11.85,8.16,1.0,0.0,1.0,0.0,3
38.37,116.47000000000001,15.470000000000002,1.0,0.0,0.0,1.0,2
75.33,300.22,104.05,1.0,0.0,0.0,1.0,2
177.96,70.81,308.26,1.0,0.0,0.0,1.0,2
6.78,38.12,95.71,1.0,0.0,0.0,1.0,2
49.03,116.12,148.69,1.0,0.0,1.0,0.0,3
33.94,19.35,58.05,1.0,0.0,0.0,1.0,2
47.11,182.6,39.28,1.0,0.0,1.0,0.0,3
41.25,170.46,236.04,1.0,0.0,0.0,1.0,2
18.73,43.96,73.73,1.0,0.0,0.0,1.0,2
54.91,264.71,49.650000000000006,1.0,0.0,1.0,0.0,3
238.42,358.03,140.01,1.0,0.0,0.0,1.0,2
41.45,146.5,53.19,1.0,0.0,0.0,1.0,2
51.97,44.78,128.17,1.0,0.0,0.0,1.0,2
13.32,25.55,10.61,1.0,0.0,1.0,0.0,3
48.26,7.99,18.59,1.0,0.0,1.0,0.0,3
171.33,62.31,88.67,1.0,0.0,0.0,1.0,2
21.97,121.53,221.82000000000002,1.0,0.0,0.0,1.0,2
24.77,141.96,38.07,1.0,0.0,0.0,1.0,2
15.02,35.93,17.64,1.0,0.0,0.0,1.0,2
6.94,17.34,55.8,1.0,0.0,0.0,1.0,2
8.37,14.679999999999998,92.56,1.0,0.0,0.0,1.0,2
73.78,249.00000000000003,37.79,1.0,0.0,1.0,0.0,3
128.71,282.28,165.42,1.0,0.0,0.0,1.0,2
136.89,107.9,60.69,1.0,0.0,0.0,1.0,2
129.0,19.34,80.39,1.0,0.0,0.0,1.0,2
63.709999999999994,48.83,49.45,1.0,0.0,0.0,1.0,2
148.79,57.97999999999999,132.77,1.0,0.0,1.0,0.0,3
59.71,220.29,52.11000000000001,1.0,0.0,0.0,1.0,2
132.3,22.39,74.82,1.0,0.0,0.0,1.0,2
124.58999999999999,154.6,157.35,1.0,0.0,0.0,1.0,2
114.77,335.39,32.6,1.0,0.0,1.0,0.0,3
99.28,150.74,90.43,1.0,0.0,0.0,1.0,2
7.65,76.77,66.46,1.0,0.0,1.0,0.0,3
28.47,18.27,87.46,1.0,0.0,0.0,1.0,2
34.52,256.36,177.34,1.0,0.0,0.0,1.0,2
74.2,304.9,103.62,1.0,0.0,0.0,1.0,2
51.11,151.17,43.07,1.0,0.0,1.0,0.0,3
35.08,46.33,31.2,1.0,0.0,0.0,1.0,2
140.37,3.65,176.64999999999998,1.0,0.0,1.0,0.0,3
5.7,26.33,66.04,1.0,0.0,0.0,1.0,2
47.39,131.33,35.18,1.0,0.0,0.0,1.0,2
60.95,186.23,85.08,1.0,0.0,0.0,1.0,2
59.57,180.26,41.17,1.0,0.0,0.0,1.0,2
137.59,109.12,90.22,1.0,0.0,0.0,1.0,2
76.13,94.2,72.1,1.0,0.0,0.0,1.0,2
43.1,237.81,221.51000000000002,1.0,0.0,0.0,1.0,2
34.78,137.31,79.1,1.0,0.0,0.0,1.0,2
82.73,40.17,21.91,1.0,0.0,1.0,0.0,3
96.52,32.82,20.63,1.0,0.0,0.0,1.0,2
30.57,69.51,46.1,1.0,0.0,0.0,1.0,2
63.81,178.34,52.16,1.0,0.0,0.0,1.0,2
155.25,10.07,31.41,1.0,0.0,1.0,0.0,3
29.87,171.54,36.44,1.0,0.0,0.0,1.0,2
86.52,207.99,53.49,1.0,0.0,0.0,1.0,2
50.13,177.58,60.1,1.0,0.0,0.0,1.0,2
72.74,336.95,148.19,1.0,0.0,1.0,0.0,3
176.19,29.61,218.5,1.0,0.0,0.0,1.0,2
94.19,276.06,53.22,1.0,0.0,0.0,1.0,2
241.76,159.0,214.7,1.0,0.0,0.0,1.0,2
12.46,92.77,74.97,1.0,0.0,1.0,0.0,3
36.59,89.88,76.79,1.0,0.0,0.0,1.0,2
60.01,160.48,149.63,1.0,0.0,0.0,1.0,2
32.34,92.2,39.11,1.0,0.0,0.0,1.0,2
44.66,319.61,58.39000000000001,1.0,0.0,0.0,1.0,2
34.92,112.17,24.8,1.0,0.0,0.0,1.0,2
163.9,50.07,45.18,1.0,0.0,1.0,0.0,3
22.88,49.4,26.339999999999996,1.0,0.0,0.0,1.0,2
79.14,306.42,84.84,1.0,0.0,0.0,1.0,2
154.38,6.93,54.97,1.0,0.0,1.0,0.0,3
35.83,141.46,70.35,1.0,0.0,0.0,1.0,2
31.830000000000002,50.32,56.31,1.0,0.0,0.0,1.0,2
132.98,167.73,110.40000000000002,1.0,0.0,0.0,1.0,2
146.05,23.09,175.75,1.0,0.0,1.0,0.0,3
71.04,15.830000000000002,20.36,1.0,0.0,0.0,1.0,2
74.43,272.88,137.59,1.0,0.0,0.0,1.0,2
146.81,132.48,117.38,1.0,0.0,0.0,1.0,2
20.99,88.57,107.24999999999999,1.0,0.0,1.0,0.0,3
139.98,98.53,138.01,1.0,0.0,0.0,1.0,2
17.61,26.48,54.76,1.0,0.0,0.0,1.0,2
10.97,56.46,56.84,1.0,0.0,0.0,1.0,2
73.56,143.19,89.34,1.0,0.0,0.0,1.0,2
56.93,186.48,32.98,1.0,0.0,1.0,0.0,3
65.75,11.65,218.95000000000002,1.0,0.0,1.0,0.0,3
41.67,55.89,91.17000000000002,1.0,0.0,1.0,0.0,3
199.63,84.21,194.66,1.0,0.0,0.0,1.0,2
122.62,83.43,118.48,1.0,0.0,0.0,1.0,2
63.04,198.15,41.35,1.0,0.0,0.0,1.0,2
14.98,32.93,40.38,1.0,0.0,1.0,0.0,3
44.16,57.12,80.85,1.0,0.0,0.0,1.0,2
80.33,196.54,47.17,1.0,0.0,1.0,0.0,3
193.76,128.33,232.77,1.0,0.0,0.0,1.0,2
10.35,122.36000000000001,55.72,1.0,0.0,0.0,1.0,2
97.34,33.28,25.89,1.0,0.0,0.0,1.0,2
30.48,67.11,49.64000000000001,1.0,0.0,0.0,1.0,2
68.33,42.72,122.26,1.0,0.0,0.0,1.0,2
117.65,112.5,141.64,1.0,0.0,1.0,0.0,3
17.84,92.7,136.41,1.0,0.0,0.0,1.0,2
35.35,90.7,73.71,1.0,0.0,0.0,1.0,2
11.2,27.29,50.67000000000001,1.0,0.0,0.0,1.0,2
118.21,44.88,107.69,1.0,0.0,0.0,1.0,2
42.95,140.33,73.51,1.0,0.0,0.0,1.0,2
85.58,194.56,170.81,1.0,0.0,1.0,0.0,3
57.9,363.37,98.45,1.0,0.0,0.0,1.0,2
107.37,302.39,100.57,1.0,0.0,1.0,0.0,3
59.16,153.47,119.02999999999999,1.0,0.0,0.0,1.0,2
103.41,194.15,67.1,1.0,0.0,0.0,1.0,2
43.47,137.98,24.820000000000004,1.0,0.0,0.0,1.0,2
112.06,150.51,98.17000000000002,1.0,0.0,0.0,1.0,2
34.69,212.32,265.0,1.0,0.0,0.0,1.0,2
120.5,84.5,76.57,1.0,0.0,0.0,1.0,2
41.67,149.77,19.93,1.0,0.0,0.0,1.0,2
7.05,50.56,113.5,1.0,0.0,0.0,1.0,2
65.86,202.86,47.13,1.0,0.0,0.0,1.0,2
80.69,141.91,103.0,1.0,0.0,1.0,0.0,3
128.75,376.68,160.56,1.0,0.0,0.0,1.0,2
134.26,154.66,68.87,1.0,0.0,1.0,0.0,3
101.96,21.02,232.49,1.0,0.0,0.0,1.0,2
16.94,29.43,97.55000000000001,1.0,0.0,0.0,1.0,2
53.42,184.36,41.09,1.0,0.0,0.0,1.0,2
40.09,145.0,37.25,1.0,0.0,1.0,0.0,3
29.36,76.22,66.49,1.0,0.0,0.0,1.0,2
54.68,383.6,112.39,1.0,0.0,0.0,1.0,2
117.86,116.72,76.96,1.0,0.0,0.0,1.0,2
179.26,66.72,234.79,1.0,0.0,0.0,1.0,2
78.92,277.84,151.23,1.0,0.0,1.0,0.0,3
175.91,50.03,138.15,1.0,0.0,1.0,0.0,3
111.44,379.01,53.540000000000006,1.0,0.0,0.0,1.0,2
71.26,254.86,101.36000000000001,1.0,0.0,0.0,1.0,2
46.41,159.23,235.33,1.0,0.0,0.0,1.0,2
50.78,68.75,32.66,1.0,0.0,0.0,1.0,2
76.03,41.4,24.7,1.0,0.0,0.0,1.0,2
133.23,281.65,82.39,1.0,0.0,0.0,1.0,2
65.29,296.05,47.01,1.0,0.0,0.0,1.0,2
166.03,46.07,64.46,1.0,0.0,0.0,1.0,2
32.22,78.46,72.25,1.0,0.0,0.0,1.0,2
77.19,129.82,31.19,1.0,0.0,0.0,1.0,2
67.87,233.76,52.7,1.0,0.0,0.0,1.0,2
173.33,227.55,281.84,1.0,0.0,0.0,1.0,2
25.75,206.27,91.42,1.0,0.0,1.0,0.0,3
107.81,69.5,59.74000000000001,1.0,0.0,0.0,1.0,2
235.01,289.66,164.76,1.0,0.0,1.0,0.0,3
100.79,14.53,160.58,1.0,0.0,1.0,0.0,3
174.59,97.06,164.78,1.0,0.0,1.0,0.0,3
60.49,361.57,142.8,1.0,0.0,0.0,1.0,2
98.38,104.75,34.74,1.0,0.0,0.0,1.0,2
18.29,68.88,30.22,1.0,0.0,0.0,1.0,2
87.97,182.05,76.83,1.0,0.0,0.0,1.0,2
31.51,144.29,90.4,1.0,0.0,0.0,1.0,2
34.18,115.21999999999998,27.23,1.0,0.0,0.0,1.0,2
73.25,19.56,35.43,1.0,0.0,1.0,0.0,3
163.25,36.27,61.89000000000001,1.0,0.0,0.0,1.0,2
205.84,145.35,50.36000000000001,1.0,0.0,0.0,1.0,2
46.52,78.19,41.24,1.0,0.0,1.0,0.0,3
102.22,1.1,25.48,1.0,0.0,0.0,1.0,2
97.63,143.47,37.37,1.0,0.0,0.0,1.0,2
14.67,55.62,67.77,1.0,0.0,0.0,1.0,2
129.23,118.99,93.66,1.0,0.0,0.0,1.0,2
48.52,37.77,40.98,1.0,0.0,1.0,0.0,3
20.33,90.1,22.66,1.0,0.0,0.0,1.0,2
143.68,100.92,181.73999999999998,1.0,0.0,0.0,1.0,2
30.699999999999996,197.55,113.49,1.0,0.0,0.0,1.0,2
18.2,288.56,1.71,1.0,0.0,0.0,1.0,2
127.41999999999999,27.02,58.44,1.0,0.0,1.0,0.0,3
82.67,149.58,128.16,1.0,0.0,0.0,1.0,2
17.38,27.36,16.82,1.0,0.0,1.0,0.0,3
130.42,169.05,169.26,1.0,0.0,0.0,1.0,2
99.76,107.78,307.18,1.0,0.0,0.0,1.0,2
48.52,268.05,278.23,1.0,0.0,1.0,0.0,3
103.41,42.09,97.53999999999999,1.0,0.0,0.0,1.0,2
113.91,113.69,164.46,1.0,0.0,0.0,1.0,2
218.54,308.96,147.28,1.0,0.0,0.0,1.0,2
42.04,115.5,71.36,1.0,0.0,0.0,1.0,2
111.01,63.06000000000001,49.44,1.0,0.0,0.0,1.0,2
101.15,309.08,67.03,1.0,0.0,0.0,1.0,2
46.05,128.0,51.71000000000001,1.0,0.0,0.0,1.0,2
43.09,209.08,59.17,1.0,0.0,0.0,1.0,2
181.1,69.02,141.49,1.0,0.0,0.0,1.0,2
66.88,66.05,73.57,1.0,0.0,0.0,1.0,2
13.44,99.69,22.25,1.0,0.0,0.0,1.0,2
35.82,115.03,31.12,1.0,0.0,0.0,1.0,2
39.26,347.85,83.29,1.0,0.0,1.0,0.0,3
37.66,84.02,108.06,1.0,0.0,0.0,1.0,2
227.93,51.62,184.65,1.0,0.0,0.0,1.0,2
98.69,215.1,32.2,1.0,0.0,0.0,1.0,2
102.41,387.6,126.96999999999998,1.0,0.0,0.0,1.0,2
100.42,85.94,51.15,1.0,0.0,0.0,1.0,2
71.31,218.32,60.34,1.0,0.0,0.0,1.0,2
44.64,80.82,70.43,1.0,0.0,0.0,1.0,2
43.63,168.35,66.91,1.0,0.0,0.0,1.0,2
152.24,158.87,79.49,1.0,0.0,0.0,1.0,2
99.63,192.2,220.65,1.0,0.0,1.0,0.0,3
54.18,114.77,258.04,1.0,0.0,0.0,1.0,2
38.36,154.91,79.92,1.0,0.0,0.0,1.0,2
51.34,172.22,41.36,1.0,0.0,0.0,1.0,2
104.99,164.17,98.54,1.0,0.0,0.0,1.0,2
96.31,318.46,47.82999999999999,1.0,0.0,0.0,1.0,2
71.92,389.19,57.18,1.0,0.0,0.0,1.0,2
63.55,128.47,254.0,1.0,0.0,0.0,1.0,2
35.42,78.76,93.12,1.0,0.0,0.0,1.0,2
110.38,202.45,185.24999999999997,1.0,0.0,0.0,1.0,2
66.72,205.83,159.5,1.0,0.0,1.0,0.0,3
51.0,14.13,75.57,1.0,0.0,0.0,1.0,2
158.84,149.37,128.05,1.0,0.0,0.0,1.0,2
145.1,112.03,134.68,1.0,0.0,0.0,1.0,2
108.86,29.660000000000004,132.56,1.0,0.0,0.0,1.0,2
218.73,156.01,193.1,1.0,0.0,0.0,1.0,2
43.83,78.64,72.47,1.0,0.0,0.0,1.0,2
97.53,371.53,54.73,1.0,0.0,0.0,1.0,2
28.54,114.37,58.470000000000006,1.0,0.0,0.0,1.0,2
70.08,161.99,152.23,1.0,0.0,1.0,0.0,3
84.45,218.71,191.1,1.0,0.0,0.0,1.0,2
18.08,62.76,102.96999999999998,1.0,0.0,0.0,1.0,2
14.91,97.1,77.79,1.0,0.0,0.0,1.0,2
30.45,202.73,138.23,1.0,0.0,1.0,0.0,3
141.41,99.83,114.17,1.0,0.0,0.0,1.0,2
175.17,163.48,189.39000000000001,1.0,0.0,0.0,1.0,2
30.56,113.35,31.73,1.0,0.0,1.0,0.0,3
216.24,210.88,260.79,1.0,0.0,1.0,0.0,3
168.43,101.65,50.5,1.0,0.0,1.0,0.0,3
23.51,99.19,35.13,1.0,0.0,0.0,1.0,2
190.2,302.85,254.22000000000003,1.0,0.0,0.0,1.0,2
146.42,197.86,56.9,1.0,0.0,1.0,0.0,3
192.6,54.69,196.83,1.0,0.0,0.0,1.0,2
55.89,62.620000000000005,46.94,1.0,0.0,1.0,0.0,3
38.49,221.18,3.83,1.0,0.0,1.0,0.0,3
59.78,108.31,72.74,1.0,0.0,0.0,1.0,2
20.65,136.09,67.09,1.0,0.0,0.0,1.0,2
55.11,194.3,53.91,1.0,0.0,0.0,1.0,2
62.34,282.4,54.59,1.0,0.0,1.0,0.0,3
63.35000000000001,183.09,112.59,1.0,0.0,0.0,1.0,2
74.99,263.03,102.01,1.0,0.0,0.0,1.0,2
110.67,340.66,85.54,1.0,0.0,0.0,1.0,2
191.64,220.82,212.79,1.0,0.0,0.0,1.0,2
94.42,262.65,113.23,1.0,0.0,0.0,1.0,2
66.43,23.5,14.25,1.0,0.0,0.0,1.0,2
82.98,25.84,105.66999999999999,1.0,0.0,0.0,1.0,2
174.42,19.0,148.2,1.0,0.0,1.0,0.0,3
34.97,15.120000000000001,39.65,1.0,0.0,0.0,1.0,2
73.02,276.1,85.51,1.0,0.0,1.0,0.0,3
4.45,22.53,15.58,1.0,0.0,1.0,0.0,3
202.0,168.47,119.43,1.0,0.0,0.0,1.0,2
211.86,236.26000000000002,235.28,1.0,0.0,1.0,0.0,3
236.43,225.35,203.04999999999998,1.0,0.0,1.0,0.0,3
35.31,176.89,213.81,1.0,0.0,0.0,1.0,2
161.34,442.12,189.35999999999999,1.0,0.0,1.0,0.0,3
119.73,253.72,95.34999999999998,1.0,0.0,1.0,0.0,3
21.71,40.46,32.12,1.0,0.0,0.0,1.0,2
97.73,52.22,84.28,1.0,0.0,0.0,1.0,2
2.2,5.02,11.12,1.0,0.0,0.0,1.0,2
186.2,214.33,118.23999999999998,1.0,0.0,0.0,1.0,2
54.84,188.68,89.59000000000002,1.0,0.0,0.0,1.0,2
64.98,63.17,110.36,1.0,0.0,0.0,1.0,2
14.51,51.09,15.809999999999999,1.0,0.0,0.0,1.0,2
