Protein(g),Carbs(g),Fat(g),Diet_type_mediterranean,Diet_type_vegan,Cuisine_Group_Amerika,Cuisine_Group_Eropa,Cluster
56.77,157.3,68.75,0.0,1.0,1.0,0.0,0
107.45,103.38,222.45000000000002,0.0,1.0,1.0,0.0,0
79.26,308.07,131.58,0.0,1.0,1.0,0.0,0
112.09,408.52,18.4,0.0,1.0,1.0,0.0,0
27.68,59.24999999999999,18.02,0.0,1.0,1.0,0.0,0
84.98,439.4,274.26,0.0,1.0,1.0,0.0,0
52.3,443.44,47.22,0.0,1.0,1.0,0.0,0
30.870000000000005,168.45,44.04,0.0,1.0,1.0,0.0,0
12.71,127.44,84.77,0.0,1.0,1.0,0.0,0
42.75,263.75,130.8,0.0,1.0,1.0,0.0,0
52.69,168.76,110.68,0.0,1.0,0.0,1.0,1
19.28,141.13,67.74,0.0,1.0,1.0,0.0,0
84.75,33.82,112.08,0.0,1.0,1.0,0.0,0
42.64,336.11,40.95,0.0,1.0,1.0,0.0,0
27.5,129.28,116.19,0.0,1.0,1.0,0.0,0
42.76,30.02,25.53,0.0,1.0,0.0,1.0,1
69.31,322.33,106.83,0.0,1.0,1.0,0.0,0
105.55,94.95,227.09,0.0,1.0,1.0,0.0,0
25.16,78.74,51.15,0.0,1.0,1.0,0.0,0
23.33,58.47999999999999,125.79,0.0,1.0,1.0,0.0,0
203.23,155.01,146.44,0.0,1.0,1.0,0.0,0
65.69,379.93,327.43,0.0,1.0,1.0,0.0,0
45.07,364.82,232.78,0.0,1.0,1.0,0.0,0
71.43,255.83,115.68,0.0,1.0,0.0,1.0,1
110.61,344.48,46.11,0.0,1.0,1.0,0.0,0
57.7,264.11,151.45,0.0,1.0,1.0,0.0,0
39.68,202.63,9.48,0.0,1.0,1.0,0.0,0
87.02,43.49,122.55,0.0,1.0,0.0,1.0,1
75.65,219.09,54.16,0.0,1.0,1.0,0.0,0
54.94,133.87,72.08,0.0,1.0,0.0,1.0,1
113.42,313.22,12.410000000000002,0.0,1.0,0.0,1.0,1
46.33,133.73,2.36,0.0,1.0,1.0,0.0,0
79.87,404.91,132.08,0.0,1.0,1.0,0.0,0
57.2,255.09,90.89,0.0,1.0,1.0,0.0,0
47.23,162.33,31.12,0.0,1.0,1.0,0.0,0
31.33,303.87,42.21,0.0,1.0,1.0,0.0,0
70.53,254.29,34.09,0.0,1.0,1.0,0.0,0
8.47,26.41,9.87,0.0,1.0,1.0,0.0,0
65.49,340.58,271.16,0.0,1.0,1.0,0.0,0
102.78,374.81,91.02999999999999,0.0,1.0,1.0,0.0,0
32.06,200.02,115.50999999999999,0.0,1.0,0.0,1.0,1
30.78,43.04,132.01,0.0,1.0,1.0,0.0,0
17.94,154.04,73.94,0.0,1.0,1.0,0.0,0
22.14,253.66,219.45,0.0,1.0,1.0,0.0,0
36.15,107.22,72.8,0.0,1.0,1.0,0.0,0
104.45,273.06,62.209999999999994,0.0,1.0,1.0,0.0,0
15.14,143.93,108.29,0.0,1.0,1.0,0.0,0
45.69,339.78,67.84,0.0,1.0,1.0,0.0,0
17.2,154.45,180.78000000000003,0.0,1.0,1.0,0.0,0
16.29,206.68,134.38,0.0,1.0,1.0,0.0,0
37.1,306.15,77.66,0.0,1.0,1.0,0.0,0
132.82,110.63,99.64,0.0,1.0,1.0,0.0,0
28.47,271.83,223.87,0.0,1.0,1.0,0.0,0
42.83,360.03,54.61,0.0,1.0,1.0,0.0,0
32.73,97.53,95.49999999999999,0.0,1.0,1.0,0.0,0
64.65,236.09000000000003,33.82,0.0,1.0,1.0,0.0,0
71.0,418.03,177.93999999999997,0.0,1.0,1.0,0.0,0
42.54,161.71,55.0,0.0,1.0,1.0,0.0,0
22.2,253.21999999999997,219.46,0.0,1.0,1.0,0.0,0
51.89,188.64,99.61000000000001,0.0,1.0,0.0,1.0,1
36.59,50.97,86.5,0.0,1.0,1.0,0.0,0
63.96,356.1,16.77,0.0,1.0,1.0,0.0,0
39.38,301.21,42.489999999999995,0.0,1.0,0.0,1.0,1
76.55,333.74,32.63,0.0,1.0,1.0,0.0,0
65.91,373.92,94.34,0.0,1.0,0.0,1.0,1
78.61,299.8,66.66,0.0,1.0,1.0,0.0,0
19.84,146.62,117.58999999999999,0.0,1.0,1.0,0.0,0
116.52,408.38,173.73,0.0,1.0,1.0,0.0,0
6.74,206.28,51.40999999999999,0.0,1.0,1.0,0.0,0
29.78,210.49,152.54,0.0,1.0,0.0,1.0,1
55.2,303.88,59.95,0.0,1.0,1.0,0.0,0
8.85,33.92,4.8,0.0,1.0,1.0,0.0,0
80.1,235.31,7.74,0.0,1.0,1.0,0.0,0
53.51,161.56,19.46,0.0,1.0,0.0,1.0,1
25.32,408.54,105.86,0.0,1.0,1.0,0.0,0
67.18,126.42,168.33000000000004,0.0,1.0,1.0,0.0,0
47.97,185.14,66.94,0.0,1.0,1.0,0.0,0
6.67,32.45,14.0,0.0,1.0,1.0,0.0,0
27.64,114.23,30.7,0.0,1.0,1.0,0.0,0
129.78,282.3,84.87,0.0,1.0,0.0,1.0,1
70.26,284.92,93.63,0.0,1.0,1.0,0.0,0
55.98,115.89000000000001,160.31,0.0,1.0,1.0,0.0,0
115.69,347.98,40.9,0.0,1.0,0.0,1.0,1
20.34,253.96,98.64999999999999,0.0,1.0,1.0,0.0,0
81.76,53.77,82.74,0.0,1.0,1.0,0.0,0
24.71,272.95,26.66,0.0,1.0,1.0,0.0,0
14.5,404.4,76.58,0.0,1.0,1.0,0.0,0
41.38,190.32,76.47,0.0,1.0,0.0,1.0,1
17.71,157.36,54.27,0.0,1.0,1.0,0.0,0
35.41,104.48,84.24,0.0,1.0,1.0,0.0,0
18.51,117.15,64.52,0.0,1.0,1.0,0.0,0
37.46,163.3,59.63,0.0,1.0,1.0,0.0,0
47.23,183.97,66.42,0.0,1.0,1.0,0.0,0
54.02,303.41,75.85,0.0,1.0,0.0,1.0,1
33.02,169.41,42.68,0.0,1.0,1.0,0.0,0
19.99,144.88,41.58,0.0,1.0,1.0,0.0,0
40.71,83.13,49.37,0.0,1.0,1.0,0.0,0
17.22,75.91,82.92,0.0,1.0,0.0,1.0,1
24.74,156.71,107.59999999999998,0.0,1.0,1.0,0.0,0
57.83,172.85,39.19,0.0,1.0,0.0,1.0,1
39.45,285.88,109.48999999999998,0.0,1.0,1.0,0.0,0
29.81,323.46,24.1,0.0,1.0,1.0,0.0,0
36.6,395.9,52.33,0.0,1.0,1.0,0.0,0
28.7,376.7,56.48,0.0,1.0,1.0,0.0,0
29.56,98.08,46.07000000000001,0.0,1.0,1.0,0.0,0
56.37,226.91,31.65,0.0,1.0,1.0,0.0,0
10.74,18.94,124.83,0.0,1.0,1.0,0.0,0
22.07,156.75,49.11,0.0,1.0,1.0,0.0,0
13.6,57.03,197.00000000000003,0.0,1.0,0.0,1.0,1
34.0,133.4,9.01,0.0,1.0,1.0,0.0,0
35.34,109.62,26.899999999999995,0.0,1.0,1.0,0.0,0
70.3,187.93,32.62,0.0,1.0,1.0,0.0,0
61.36999999999999,316.97,274.04,0.0,1.0,1.0,0.0,0
37.03,180.61,44.77,0.0,1.0,0.0,1.0,1
133.18,332.91,127.84,0.0,1.0,1.0,0.0,0
56.14,170.34,81.83,0.0,1.0,1.0,0.0,0
36.3,205.92,94.25,0.0,1.0,1.0,0.0,0
91.05,155.31,215.85,0.0,1.0,1.0,0.0,0
67.75,229.64,124.65,0.0,1.0,0.0,1.0,1
44.72,195.48,34.04,0.0,1.0,1.0,0.0,0
13.34,55.4,196.91,0.0,1.0,0.0,1.0,1
138.65,214.34,302.54,0.0,1.0,1.0,0.0,0
48.89,133.58,108.21999999999998,0.0,1.0,0.0,1.0,1
172.89,109.41,191.28000000000003,0.0,1.0,0.0,1.0,1
93.69,284.36,66.49,0.0,1.0,1.0,0.0,0
5.76,154.65,42.27,0.0,1.0,1.0,0.0,0
96.57,276.56,234.17,0.0,1.0,1.0,0.0,0
30.43,110.1,81.2,0.0,1.0,1.0,0.0,0
100.0,327.59,46.54,0.0,1.0,0.0,1.0,1
80.52,395.26,102.03,0.0,1.0,1.0,0.0,0
66.43,309.21,113.02,0.0,1.0,0.0,1.0,1
28.77,26.8,36.72,0.0,1.0,1.0,0.0,0
67.2,211.29,116.76000000000002,0.0,1.0,1.0,0.0,0
49.4,225.93,112.78,0.0,1.0,1.0,0.0,0
37.46,211.74,147.84,0.0,1.0,1.0,0.0,0
63.629999999999995,199.77,62.16,0.0,1.0,1.0,0.0,0
31.57,444.44,162.63,0.0,1.0,1.0,0.0,0
48.9,300.82,142.18,0.0,1.0,1.0,0.0,0
25.68,158.11,103.65,0.0,1.0,1.0,0.0,0
100.96,337.54,186.26,0.0,1.0,1.0,0.0,0
26.62,228.04,54.43,0.0,1.0,1.0,0.0,0
63.63999999999999,156.49,170.29999999999998,0.0,1.0,0.0,1.0,1
65.41,268.37,97.67,0.0,1.0,1.0,0.0,0
95.94,460.5,120.71,0.0,1.0,1.0,0.0,0
34.41,152.22,43.18,0.0,1.0,1.0,0.0,0
19.6,91.74,39.84,0.0,1.0,1.0,0.0,0
39.67,220.91,45.97,0.0,1.0,1.0,0.0,0
43.71,165.56,91.56,0.0,1.0,1.0,0.0,0
22.79,88.69,39.57,0.0,1.0,1.0,0.0,0
25.99,293.33,56.32000000000001,0.0,1.0,1.0,0.0,0
36.91,263.46,75.99,0.0,1.0,1.0,0.0,0
60.32,323.46,333.19,0.0,1.0,0.0,1.0,1
12.77,112.92,56.84,0.0,1.0,1.0,0.0,0
43.32,292.33,229.45999999999998,0.0,1.0,0.0,1.0,1
72.39,391.05,92.19,0.0,1.0,0.0,1.0,1
40.99,145.69,88.65999999999998,0.0,1.0,0.0,1.0,1
25.55,215.41,94.48,0.0,1.0,1.0,0.0,0
149.12,256.35,113.0,0.0,1.0,1.0,0.0,0
90.62,426.23,303.42,0.0,1.0,1.0,0.0,0
30.81,252.81,116.54,0.0,1.0,1.0,0.0,0
80.91,322.43,60.9,0.0,1.0,1.0,0.0,0
78.27,305.53,27.28,0.0,1.0,1.0,0.0,0
68.96,372.57,26.63,0.0,1.0,1.0,0.0,0
12.55,40.94,74.64,0.0,1.0,1.0,0.0,0
43.94,188.1,47.10999999999999,0.0,1.0,0.0,1.0,1
47.61,172.48,94.05999999999999,0.0,1.0,1.0,0.0,0
87.42,376.41,316.17,0.0,1.0,1.0,0.0,0
53.36,194.74,139.46,0.0,1.0,0.0,1.0,1
43.66,212.0,58.57,0.0,1.0,1.0,0.0,0
48.32,425.34,81.89,0.0,1.0,1.0,0.0,0
9.74,183.18,83.83,0.0,1.0,1.0,0.0,0
98.62,443.0,40.15,0.0,1.0,1.0,0.0,0
31.85,171.16,41.35,0.0,1.0,0.0,1.0,1
18.0,47.86,115.43,0.0,1.0,1.0,0.0,0
10.46,194.67,32.94,0.0,1.0,0.0,1.0,1
23.34,55.86,6.25,0.0,1.0,1.0,0.0,0
37.49,199.1,58.72999999999999,0.0,1.0,1.0,0.0,0
66.35,249.4,71.01,0.0,1.0,1.0,0.0,0
49.39,381.92,102.7,0.0,1.0,1.0,0.0,0
118.09,385.66,106.30000000000001,0.0,1.0,0.0,1.0,1
63.99,445.42,104.56,0.0,1.0,1.0,0.0,0
67.14,203.94,87.54,0.0,1.0,1.0,0.0,0
115.47,258.63,243.6,0.0,1.0,1.0,0.0,0
30.0,115.55,99.36,0.0,1.0,1.0,0.0,0
66.39,327.51,151.81,0.0,1.0,0.0,1.0,1
97.38,284.55,128.74,0.0,1.0,1.0,0.0,0
12.97,240.27999999999997,95.85,0.0,1.0,1.0,0.0,0
6.82,20.1,3.16,0.0,1.0,1.0,0.0,0
88.15,164.82,78.16,0.0,1.0,0.0,1.0,1
70.17,302.2,66.07,0.0,1.0,1.0,0.0,0
26.97,147.83,5.809999999999999,0.0,1.0,0.0,1.0,1
10.23,86.04,1.3,0.0,1.0,1.0,0.0,0
122.34,325.46,68.41,0.0,1.0,0.0,1.0,1
37.67,460.63,87.47,0.0,1.0,1.0,0.0,0
10.96,123.43999999999998,15.730000000000002,0.0,1.0,1.0,0.0,0
96.57,251.63,30.86,0.0,1.0,1.0,0.0,0
43.69,447.5,213.05,0.0,1.0,1.0,0.0,0
125.36000000000001,322.67,170.22,0.0,1.0,1.0,0.0,0
22.66,74.51,50.5,0.0,1.0,1.0,0.0,0
55.94,109.29,19.87,0.0,1.0,1.0,0.0,0
41.97,402.47,162.37,0.0,1.0,1.0,0.0,0
54.67,207.71,111.87999999999998,0.0,1.0,1.0,0.0,0
26.4,161.98,184.30999999999997,0.0,1.0,0.0,1.0,1
46.78,201.6,85.61000000000001,0.0,1.0,0.0,1.0,1
25.38,166.43,34.64,0.0,1.0,1.0,0.0,0
2.53,16.67,0.7000000000000001,0.0,1.0,1.0,0.0,0
23.13,253.62,48.98,0.0,1.0,1.0,0.0,0
45.44,255.23,44.91,0.0,1.0,1.0,0.0,0
5.78,103.65,34.42,0.0,1.0,0.0,1.0,1
38.87,199.05,9.32,0.0,1.0,0.0,1.0,1
0.38,4.9,6.76,0.0,1.0,1.0,0.0,0
13.56,282.89,5.09,0.0,1.0,1.0,0.0,0
51.27,112.82,123.1,0.0,1.0,1.0,0.0,0
6.64,265.07,3.42,0.0,1.0,0.0,1.0,1
4.78,37.16,14.420000000000002,0.0,1.0,1.0,0.0,0
70.88,81.86,64.78,0.0,1.0,1.0,0.0,0
14.41,34.64,137.64,0.0,1.0,1.0,0.0,0
35.75,172.96,95.00000000000001,0.0,1.0,1.0,0.0,0
39.86,108.47,68.16,0.0,1.0,1.0,0.0,0
74.41,185.78,142.31,0.0,1.0,1.0,0.0,0
10.33,24.49,46.07999999999999,0.0,1.0,1.0,0.0,0
29.12,93.28,16.66,0.0,1.0,1.0,0.0,0
53.19,174.27,38.44,0.0,1.0,0.0,1.0,1
10.98,112.7,61.85,0.0,1.0,1.0,0.0,0
11.75,46.65,41.95,0.0,1.0,1.0,0.0,0
1.02,3.37,6.74,0.0,1.0,1.0,0.0,0
6.27,72.05,1.17,0.0,1.0,1.0,0.0,0
89.88,234.57999999999998,104.78,0.0,1.0,0.0,1.0,1
98.39,331.35,36.72,0.0,1.0,1.0,0.0,0
12.0,47.97,41.97,0.0,1.0,1.0,0.0,0
47.14,46.8,154.91,0.0,1.0,0.0,1.0,1
20.18,81.74,23.28,0.0,1.0,1.0,0.0,0
58.6,67.87,63.93,0.0,1.0,0.0,1.0,1
36.24,277.34,126.3,0.0,1.0,1.0,0.0,0
38.9,228.69,31.37,0.0,1.0,1.0,0.0,0
28.7,312.65,29.670000000000005,0.0,1.0,1.0,0.0,0
22.01,64.6,57.279999999999994,0.0,1.0,0.0,1.0,1
49.57,318.05,40.73,0.0,1.0,1.0,0.0,0
40.89,119.50999999999999,112.69,0.0,1.0,0.0,1.0,1
65.83,370.1,76.85,0.0,1.0,0.0,1.0,1
6.59,13.61,42.48,0.0,1.0,0.0,1.0,1
10.5,71.22,25.36,0.0,1.0,1.0,0.0,0
17.33,176.0,60.98,0.0,1.0,1.0,0.0,0
10.2,73.41,86.47,0.0,1.0,1.0,0.0,0
34.01,168.55,21.55,0.0,1.0,0.0,1.0,1
71.33,454.7,9.06,0.0,1.0,0.0,1.0,1
11.08,186.49,22.83,0.0,1.0,1.0,0.0,0
24.41,137.68,32.28,0.0,1.0,0.0,1.0,1
25.86,42.4,84.09,0.0,1.0,0.0,1.0,1
121.77,431.62,291.01,0.0,1.0,1.0,0.0,0
14.53,133.36,11.260000000000002,0.0,1.0,1.0,0.0,0
70.42,272.88,34.95,0.0,1.0,1.0,0.0,0
14.41,225.76,55.78,0.0,1.0,0.0,1.0,1
18.12,99.9,31.149999999999995,0.0,1.0,0.0,1.0,1
45.04,349.94,318.04,0.0,1.0,1.0,0.0,0
55.34,192.09,43.34,0.0,1.0,0.0,1.0,1
4.81,76.54,1.69,0.0,1.0,1.0,0.0,0
33.82,88.14,62.31,0.0,1.0,0.0,1.0,1
96.05,125.04999999999998,37.69,0.0,1.0,0.0,1.0,1
26.33,128.24,19.96,0.0,1.0,1.0,0.0,0
32.88,143.89,25.03,0.0,1.0,1.0,0.0,0
48.6,271.55,78.89,0.0,1.0,0.0,1.0,1
60.77,194.69,122.04,0.0,1.0,0.0,1.0,1
4.37,69.68,1.98,0.0,1.0,1.0,0.0,0
46.68,276.31,102.94,0.0,1.0,1.0,0.0,0
34.0,89.7,59.78,0.0,1.0,0.0,1.0,1
16.25,39.91,39.3,0.0,1.0,1.0,0.0,0
34.55,164.06,31.77,0.0,1.0,0.0,1.0,1
84.45,227.58,59.23,0.0,1.0,0.0,1.0,1
16.0,115.48,42.67,0.0,1.0,1.0,0.0,0
52.01,258.41,57.4,0.0,1.0,0.0,1.0,1
50.3,135.85,33.68,0.0,1.0,1.0,0.0,0
41.35,11.42,32.61,0.0,1.0,1.0,0.0,0
51.57,187.8,72.72,0.0,1.0,0.0,1.0,1
21.6,152.21,42.089999999999996,0.0,1.0,1.0,0.0,0
27.2,108.07,62.82,0.0,1.0,0.0,1.0,1
71.2,184.75,16.0,0.0,1.0,1.0,0.0,0
17.97,108.25,91.53,0.0,1.0,1.0,0.0,0
38.17,194.22,12.32,0.0,1.0,0.0,1.0,1
56.56,269.32,155.67,0.0,1.0,0.0,1.0,1
23.5,425.1,101.1,0.0,1.0,1.0,0.0,0
30.39,99.03,28.82,0.0,1.0,0.0,1.0,1
67.06,97.78,8.01,0.0,1.0,1.0,0.0,0
17.51,49.52,43.95,0.0,1.0,0.0,1.0,1
28.77,160.17,42.8,0.0,1.0,0.0,1.0,1
55.06,246.11,100.18,0.0,1.0,0.0,1.0,1
51.93,283.57,91.4,0.0,1.0,1.0,0.0,0
60.14,138.46,27.249999999999996,0.0,1.0,1.0,0.0,0
23.27,96.18,29.350000000000005,0.0,1.0,1.0,0.0,0
6.84,34.45,13.26,0.0,1.0,1.0,0.0,0
60.56,259.79,59.97,0.0,1.0,0.0,1.0,1
30.42,129.38,155.44,0.0,1.0,1.0,0.0,0
42.87,80.26,34.37,0.0,1.0,0.0,1.0,1
30.679999999999996,141.37,32.54,0.0,1.0,1.0,0.0,0
46.0,212.41,40.19,0.0,1.0,1.0,0.0,0
16.38,140.73,50.33,0.0,1.0,1.0,0.0,0
24.96,50.66,9.31,0.0,1.0,1.0,0.0,0
10.18,107.83,4.89,0.0,1.0,0.0,1.0,1
6.65,92.0,14.69,0.0,1.0,1.0,0.0,0
21.29,95.81,50.28999999999999,0.0,1.0,1.0,0.0,0
14.23,19.32,10.81,0.0,1.0,0.0,1.0,1
77.06,228.87,73.14,0.0,1.0,0.0,1.0,1
41.53,395.99,94.70999999999998,0.0,1.0,1.0,0.0,0
37.32,445.2,117.05,0.0,1.0,1.0,0.0,0
11.45,50.78,15.07,0.0,1.0,1.0,0.0,0
16.01,40.09,31.17,0.0,1.0,0.0,1.0,1
15.04,78.65,74.96,0.0,1.0,0.0,1.0,1
26.13,107.65,60.6,0.0,1.0,1.0,0.0,0
87.04,417.85,126.84,0.0,1.0,0.0,1.0,1
41.4,171.31,23.15,0.0,1.0,0.0,1.0,1
64.71,293.29,70.69,0.0,1.0,0.0,1.0,1
73.91,236.99000000000004,191.25000000000003,0.0,1.0,0.0,1.0,1
38.85,152.63,26.530000000000005,0.0,1.0,0.0,1.0,1
76.04,175.31,101.05999999999999,0.0,1.0,0.0,1.0,1
71.61,273.57,34.28,0.0,1.0,0.0,1.0,1
15.29,69.67,4.0,0.0,1.0,0.0,1.0,1
89.8,120.96000000000001,41.04,0.0,1.0,0.0,1.0,1
176.64,432.46,209.06000000000003,0.0,1.0,0.0,1.0,1
11.07,41.95,42.2,0.0,1.0,0.0,1.0,1
32.54,85.66,35.11,0.0,1.0,1.0,0.0,0
42.13,240.67000000000002,153.62,0.0,1.0,0.0,1.0,1
26.8,23.75,24.2,0.0,1.0,1.0,0.0,0
23.36,118.14,42.51,0.0,1.0,0.0,1.0,1
16.32,101.48,30.38,0.0,1.0,1.0,0.0,0
52.07,266.82,62.04,0.0,1.0,1.0,0.0,0
17.49,77.86,70.2,0.0,1.0,0.0,1.0,1
22.49,77.48,52.77,0.0,1.0,1.0,0.0,0
21.33,185.77,33.69,0.0,1.0,0.0,1.0,1
36.82,279.22,56.47,0.0,1.0,1.0,0.0,0
98.97,347.21,116.32000000000001,0.0,1.0,0.0,1.0,1
0.4799999999999999,75.19,155.03,0.0,1.0,0.0,1.0,1
156.82,426.75,85.12000000000002,0.0,1.0,1.0,0.0,0
49.15,416.81,110.81,0.0,1.0,0.0,1.0,1
15.07,42.1,21.11,0.0,1.0,1.0,0.0,0
18.46,110.8,10.42,0.0,1.0,0.0,1.0,1
45.99,241.59,104.45,0.0,1.0,1.0,0.0,0
13.8,38.34,62.36,0.0,1.0,1.0,0.0,0
11.57,52.41,74.19,0.0,1.0,0.0,1.0,1
19.51,192.39,49.08,0.0,1.0,1.0,0.0,0
32.24,133.05,34.29,0.0,1.0,0.0,1.0,1
20.11,92.55,50.04,0.0,1.0,1.0,0.0,0
61.46,188.94,43.4,0.0,1.0,0.0,1.0,1
84.33,232.63,196.13,0.0,1.0,0.0,1.0,1
5.11,106.25,1.93,0.0,1.0,1.0,0.0,0
14.16,188.15,45.56,0.0,1.0,1.0,0.0,0
147.6,431.43,42.089999999999996,0.0,1.0,0.0,1.0,1
9.39,47.36,10.47,0.0,1.0,0.0,1.0,1
87.94,350.33,36.43,0.0,1.0,0.0,1.0,1
34.11,141.84,20.31,0.0,1.0,0.0,1.0,1
73.23,371.82,160.37,0.0,1.0,1.0,0.0,0
1.87,21.6,4.41,0.0,1.0,1.0,0.0,0
33.15,320.19,189.16,0.0,1.0,1.0,0.0,0
24.46,16.85,1.91,0.0,1.0,0.0,1.0,1
84.58,333.89,48.88,0.0,1.0,0.0,1.0,1
32.27,312.66,80.36,0.0,1.0,1.0,0.0,0
67.06,209.97,112.64999999999999,0.0,1.0,0.0,1.0,1
128.98,425.86,24.86,0.0,1.0,0.0,1.0,1
19.25,94.02,28.489999999999995,0.0,1.0,1.0,0.0,0
67.53,234.06,14.49,0.0,1.0,1.0,0.0,0
12.68,80.54,68.43,0.0,1.0,0.0,1.0,1
27.61,150.93,9.46,0.0,1.0,1.0,0.0,0
9.88,25.24,76.3,0.0,1.0,1.0,0.0,0
26.62,89.01,9.54,0.0,1.0,0.0,1.0,1
45.76,218.21,22.86,0.0,1.0,0.0,1.0,1
46.41,182.86,145.78,0.0,1.0,1.0,0.0,0
37.77,162.01,62.19,0.0,1.0,1.0,0.0,0
82.43,393.15,60.18,0.0,1.0,0.0,1.0,1
38.08,199.4,27.490000000000002,0.0,1.0,0.0,1.0,1
95.38,399.58,45.599999999999994,0.0,1.0,0.0,1.0,1
13.22,81.76,47.48,0.0,1.0,1.0,0.0,0
5.66,89.79,2.18,0.0,1.0,1.0,0.0,0
31.839999999999996,118.21000000000001,296.65,0.0,1.0,0.0,1.0,1
89.06,298.89,14.260000000000002,0.0,1.0,1.0,0.0,0
31.89,162.99,116.81,0.0,1.0,1.0,0.0,0
42.67,384.54,95.64000000000001,0.0,1.0,0.0,1.0,1
52.71,195.01,46.65,0.0,1.0,1.0,0.0,0
38.21,121.5,56.68,0.0,1.0,0.0,1.0,1
5.57,39.21,14.299999999999999,0.0,1.0,1.0,0.0,0
30.01,134.87,86.19,0.0,1.0,1.0,0.0,0
76.4,287.4,27.47,0.0,1.0,1.0,0.0,0
9.86,168.39,3.01,0.0,1.0,1.0,0.0,0
88.04,263.7,20.91,0.0,1.0,0.0,1.0,1
5.46,326.46,1.24,0.0,1.0,0.0,1.0,1
2.92,12.61,0.63,0.0,1.0,1.0,0.0,0
49.78,134.47,17.29,0.0,1.0,1.0,0.0,0
44.49,159.15,61.72,0.0,1.0,1.0,0.0,0
39.63,187.22,25.32,0.0,1.0,1.0,0.0,0
62.050000000000004,275.99,93.62,0.0,1.0,0.0,1.0,1
43.86,24.95,34.17,0.0,1.0,1.0,0.0,0
18.94,150.93,49.5,0.0,1.0,1.0,0.0,0
14.09,68.15,77.95,0.0,1.0,1.0,0.0,0
43.39,90.72,95.4,0.0,1.0,0.0,1.0,1
55.28,157.14,36.8,0.0,1.0,1.0,0.0,0
31.280000000000005,151.92,57.22,0.0,1.0,1.0,0.0,0
42.88,322.28,109.06,0.0,1.0,1.0,0.0,0
17.46,53.43,37.31,0.0,1.0,0.0,1.0,1
49.82,230.23,66.95,0.0,1.0,1.0,0.0,0
73.87,345.96,60.67,0.0,1.0,0.0,1.0,1
77.08,309.03,45.43000000000001,0.0,1.0,1.0,0.0,0
36.74,100.91,130.56,0.0,1.0,1.0,0.0,0
69.05,225.51,60.5,0.0,1.0,0.0,1.0,1
44.55,169.93,17.37,0.0,1.0,0.0,1.0,1
25.75,112.86,81.42,0.0,1.0,1.0,0.0,0
3.43,38.47,0.31,0.0,1.0,1.0,0.0,0
25.67,131.88,43.33,0.0,1.0,1.0,0.0,0
30.46,213.44,110.53,0.0,1.0,0.0,1.0,1
66.39,297.87,259.06,0.0,1.0,1.0,0.0,0
99.48,315.18,31.22,0.0,1.0,0.0,1.0,1
34.44,181.0,48.88,0.0,1.0,1.0,0.0,0
31.94,198.87,30.33,0.0,1.0,0.0,1.0,1
15.29,60.61999999999999,81.98,0.0,1.0,0.0,1.0,1
126.36999999999999,117.56,71.8,0.0,1.0,0.0,1.0,1
6.45,137.75,48.82,0.0,1.0,0.0,1.0,1
59.12,224.37,60.29,0.0,1.0,0.0,1.0,1
149.35,411.98,43.73,0.0,1.0,0.0,1.0,1
64.31,63.690000000000005,142.94,0.0,1.0,1.0,0.0,0
3.5,34.27,31.23,0.0,1.0,1.0,0.0,0
59.38,209.97,32.81,0.0,1.0,0.0,1.0,1
44.17,172.18,17.81,0.0,1.0,1.0,0.0,0
38.18,117.41,114.49,0.0,1.0,1.0,0.0,0
114.85,276.83,160.19,0.0,1.0,0.0,1.0,1
48.67,130.15,44.12,0.0,1.0,0.0,1.0,1
59.4,297.09,35.46,0.0,1.0,0.0,1.0,1
50.82,207.74,89.08,0.0,1.0,1.0,0.0,0
55.67,118.96,38.34,0.0,1.0,1.0,0.0,0
62.03999999999999,340.05,47.92,0.0,1.0,1.0,0.0,0
75.73,270.57,86.89999999999999,0.0,1.0,0.0,1.0,1
20.79,96.31,56.46,0.0,1.0,1.0,0.0,0
127.46000000000001,364.61,229.66,0.0,1.0,1.0,0.0,0
98.97,331.17,43.99,0.0,1.0,1.0,0.0,0
23.56,421.86,49.12,0.0,1.0,1.0,0.0,0
14.75,67.01,72.71,0.0,1.0,1.0,0.0,0
127.15,164.38,70.78,0.0,1.0,1.0,0.0,0
64.0,208.35,10.35,0.0,1.0,1.0,0.0,0
9.88,40.98,30.65,0.0,1.0,1.0,0.0,0
41.76,256.51,19.4,0.0,1.0,1.0,0.0,0
47.33,241.30000000000004,45.89,0.0,1.0,1.0,0.0,0
119.5,247.13000000000002,98.81000000000002,0.0,1.0,0.0,1.0,1
126.07,229.3,164.88,0.0,1.0,1.0,0.0,0
39.19,142.48,14.77,0.0,1.0,0.0,1.0,1
3.34,19.69,67.86,0.0,1.0,0.0,1.0,1
99.51,330.95,22.49,0.0,1.0,1.0,0.0,0
7.92,125.36,6.46,0.0,1.0,1.0,0.0,0
20.16,85.67,20.56,0.0,1.0,0.0,1.0,1
9.16,16.16,41.83,0.0,1.0,1.0,0.0,0
46.85,81.27,131.61,0.0,1.0,0.0,1.0,1
47.06,183.94,31.28,0.0,1.0,0.0,1.0,1
122.63999999999999,405.33,43.129999999999995,0.0,1.0,1.0,0.0,0
63.82999999999999,211.59,40.86,0.0,1.0,0.0,1.0,1
36.29,102.42,28.799999999999997,0.0,1.0,0.0,1.0,1
